F_HF_cp_plus_minus,F_LF_cp_plus_minus,P_HF_cp_plus_minus,P_LF_cp_plus_minus,RR_cp_plus_minus,dia_cp_plus_minus,pp_cp_plus_minus,respIntervals_cp_plus_minus,sys_cp_plus_minus
-0.12428248148516982,0.10084188978145402,0.06806073346989476,0.17731202304521423,0.19095098185217105,-0.10743666744036438,0.22079003988030854,0.14696041041939106,0.11502555623384172
1.0806394963474,0.47993814148999775,-0.2606521976326239,0.21737503037701583,0.3405236335765773,0.3373882223651532,-0.015838115124994747,-0.46715707711840726,0.2988428827400487
1.4093752070353045,0.5909473989191966,-0.36078404313085516,0.20740960001072034,0.4001924941824226,0.4821226985826484,-0.03885970716028918,-0.6852025790577331,0.4059276244999992
2.8071929151611106,1.0313674835841107,-0.8959657423885484,0.06276800260841488,0.8079722824701312,1.1843829726373207,0.0968316565531059,-1.8893526365245885,1.0617623781312355
3.076689215743262,1.0934391061020539,-1.0396628820094542,0.0037654448942606566,0.949353822944754,1.337217003740562,0.17554647088382305,-2.2514024795436125,1.2261660898954136
3.2816455992559836,1.1193685221012752,-1.2069008123401141,-0.06743174523707253,1.0884560389175286,1.4577821725345461,0.26146610437760215,-2.6197903757849286,1.3411891637443965
3.4237139592109624,0.7220332023841556,-1.7935163776173841,-0.5019875136053392,1.4412095784819157,1.4232192939267092,0.3472939885892792,-3.81429328344798,1.0555220754730104
3.2451160741082137,0.25955794424869344,-2.1226863554410627,-0.9021025630599261,1.2852222512835845,1.1860395787396503,0.13557059913511413,-4.0324897168187555,0.5441540085809002
2.9495444882455257,-0.5679543153875531,-2.739232368211863,-1.759190510043131,0.418475245274979,0.9888322192126573,-0.3957005372326748,-3.693684142485335,-0.04491941806981563
2.777183272979619,-1.0676204573626644,-3.122594168649021,-2.339266043531072,-0.5124143327985845,1.1877120188596741,-0.7152623259466696,-3.1029064839801386,0.013232937571415221
2.68885894902783,-1.287341574257162,-3.2477995281124445,-2.580275898156615,-1.0255034199226971,1.387992886020118,-0.8314825726739006,-2.7647159139732977,0.18521042704406118
2.68885894902783,-1.287341574257162,-3.2477995281124445,-2.580275898156615,-1.0255034199226971,1.387992886020118,-0.8314825726739006,-2.7647159139732977,0.18521042704406118
2.5677972196199605,-1.4775699200182701,-3.290749779674542,-2.761584460220052,-1.5340362373256662,1.631912660702894,-0.8940519317569958,-2.4290248142395243,0.42431818334682103
-0.12121230514822363,-1.1989020021513361,-0.2306971052963117,-0.25489591174570037,-1.5751833293623845,-0.2335004919828043,0.2775481653700251,-1.7398570359924825,0.10384729342668327
-0.4252535226175265,0.11426490974180048,-0.11752268789545366,0.210496529218166,-1.125217453257261,0.030308849951638055,0.26892233280149885,-0.9672807641992969,0.4225746928935918
-0.8176910323117189,1.6063012928092455,-0.021839369661084015,0.80675324633534,-1.7243138790279793,1.666653473228197,1.6978836727000355,1.3622660492677086,1.996183694214777
-0.7759559512317655,1.5361502162976841,-0.11110758734004383,0.9853934084151248,-1.6660035145568297,1.596420141968694,1.7595029546599612,1.4218360890647894,1.941528199829243
-0.5303687813234175,0.8789213180414043,-0.42878602590592024,1.5720121508273273,-1.1113310307298692,1.1324343900265479,1.7384927681687792,1.1686509799864442,1.6654757628771943
0.0785638347428147,0.3082396950588416,-0.3657647965561964,1.2970415424643822,-0.3755760660004838,0.40370845271391503,1.4208444478771005,0.4800126362045951,1.2981502538883212
0.27182914113629936,0.030528224898914796,-0.5697193075877781,-0.9599145062686506,0.4563713261242142,-0.536503180089072,-0.19770256296830913,-0.7072155648642979,0.5076401991196874
-0.5019100838648182,1.8184318935761512,1.5235176231134755,0.5353262732267411,-0.5807417786877712,-0.9724590096134131,-0.25498275185042824,-0.5434428100449005,-0.30156776486414055
-0.406972301860912,1.616941676658756,1.5215063617407352,0.5332388263428086,-0.6095168216106465,-0.7845743223242171,-0.06040137965365622,-0.7697741949583947,-0.17059430159718844
-0.3013084574633487,-0.8188341619917493,0.3253063843275316,-0.11535413667066279,1.6127566362032508,-1.079276392570445,0.9783509457333827,0.5804831415729925,-0.5884795682231326
-1.0793383474457152,-0.9941432977057458,-0.19468369370890035,-0.23070606571083177,0.7215776479881616,-2.894316219901623,-0.14640100691524227,0.6986373149558976,-1.84156709235866
-1.0793383474457152,-0.9941432977057458,-0.19468369370890035,-0.23070606571083177,0.7215776479881616,-2.894316219901623,-0.14640100691524227,0.6986373149558976,-1.84156709235866
-1.426684113069198,1.4574482573560457,-0.015724109262650342,1.749958320273297,0.3596014053316667,1.8233529888339517,-1.3192644215809304,0.8321718636457347,0.8676924394987611
-1.4934446854713848,1.4941121486800126,-0.05496462315481166,1.6863101064023467,0.3019788532642029,2.0778759600739702,-1.3296589057473822,0.9401098901436661,1.0433033559211886
