centroid_gauss,diameter_gauss,loudness_gauss,mfcc_gauss,tempo_gauss,"Run(s), Fast sequence (tickly, rise, climb)_gauss","Novel melody (New, Change / Contrast)_gauss",Melodic interaction_gauss,Resolve / Release_gauss,Return (usually of melody)_gauss,Significant melody_gauss,Standout articulation: Accent / accented / Jagged / Ping_gauss
0.3150113454394374,0.17045375767010015,0.22796711408801817,0.1631202554597774,0.1557168534625626,-0.24821471463065226,-0.4655893379106803,-0.2970836110192016,-0.3091306611330083,-0.3462804850827188,-0.46259764237636525,-0.27383930015757196
-1.526854748144979,-0.064698726078747,-1.470548825247359,-1.5242647763513595,-1.2949014858703394,-0.24821471463065226,-0.4655893379106803,-0.2970836110192016,-0.3091306611330083,-0.3462804850827188,-0.46259764237636525,-0.27383930015757196
-1.890102722345167,-0.18227393252441065,-1.506945516674537,-1.6755536501310757,-1.2633738278830613,-0.24821471463065226,-0.4655893379106803,-0.2970836110192016,-0.3091306611330083,-0.3462804850827188,-0.46259764237636525,-0.27383930015757196
-2.7014965642679094,-1.0070528064275621,-1.0035818204397418,-1.773546824587692,-0.6443019597313289,-0.24821471463065226,-0.3571437224675831,-0.2970836110192016,-0.3091306611330083,-0.3462804850827188,-0.46259764237636525,-0.27383930015757196
-2.6268906834357963,-1.2622747885829058,-0.7837120492230789,-1.6463305534458135,-0.4346332538260026,-0.24821471463065226,-0.2867927450154795,-0.2970836110192016,-0.3091306611330083,-0.3462804850827188,-0.46259764237636525,-0.27383930015757196
-2.4310428810668276,-1.5000442755523673,-0.5635481345237268,-1.4564952046293755,-0.22635433745145578,-0.24821471463065226,-0.1823623064997436,-0.2970836110192016,-0.3091306611330083,-0.3462804850827188,-0.46259764237636525,-0.27383930015757196
-0.8798313432906617,-1.8274803181333705,0.082389146176184,-0.19865936684977223,0.5853602140766696,-0.24821471463065226,0.729825808825812,-0.2970836110192016,-0.3091306611330083,-0.3462804850827188,-0.46259764237636525,-0.27383930015757196
-0.03336405089636156,-1.4969125420946747,0.22796711408801817,0.5790224504276036,1.0578978738450024,-0.24821471463065226,1.4662904807238264,-0.2970836110192016,-0.3091306611330083,-0.3462804850827188,-0.46259764237636525,-0.27383930015757196
0.8960295676468476,-0.7117801956294962,0.33114806114591344,1.6046361449734827,1.873786739599616,-0.24821471463065226,2.474657476126537,-0.2970836110192016,-0.3091306611330083,-0.3462804850827188,-0.46259764237636525,-0.27383930015757196
1.2103334303595998,-0.26812671655038667,0.33114806114591344,1.9861231502681111,2.301408028148747,-0.24821471463065226,2.719542011508336,-0.2970836110192016,-0.3091306611330083,-0.3462804850827188,-0.4322727688863759,-0.27383930015757196
1.2736495992323478,-0.10966518987576399,0.33114806114591344,2.054489909051799,2.425335284281295,-0.24821471463065226,2.656472185097595,-0.2970836110192016,-0.3091306611330083,-0.3462804850827188,-0.40843625291561014,-0.27383930015757196
